time,id,edge_weight,degree_avg,strength_avg,n_interactions,average_degree,density,transitivity
37,0,0,0.0,0.0,2,0.035398230088495575,0.0003160556257901391,0.0
38,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
39,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
41,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
43,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
44,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
45,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
47,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
71,0,0,0.0,0.0,3,0.035398230088495575,0.0003160556257901391,0.0
72,0,0,0.0,0.0,72,0.24778761061946902,0.0022123893805309734,0.3157894736842105
73,0,0,0.0,0.0,132,0.8495575221238938,0.007585335018963337,0.27586206896551724
74,0,0,0.0,0.0,84,0.46017699115044247,0.0041087231352718075,0.13636363636363635
75,0,0,0.0,0.0,6,0.10619469026548672,0.0009481668773704172,0.0
76,0,0,0.0,0.0,41,0.17699115044247787,0.0015802781289506952,0.0
77,0,0,0.0,0.0,19,0.1592920353982301,0.0014222503160556258,0.0
78,0,0,0.0,0.0,11,0.07079646017699115,0.0006321112515802782,0.0
79,0,0,0.0,0.0,30,0.17699115044247787,0.0015802781289506952,0.0
80,0,0,0.5,0.5,266,2.353982300884956,0.02101769911504425,0.1827956989247312
81,0,0,2.0,3.0,399,2.9026548672566372,0.025916561314791402,0.2150442477876106
82,0,0,0.0,0.0,35,0.1592920353982301,0.0014222503160556258,0.0
83,0,0,0.0,0.0,120,1.079646017699115,0.009639696586599241,0.16901408450704225
84,0,0,2.0,3.0,399,2.7787610619469025,0.024810366624525917,0.116
85,0,0,0.0,0.0,94,0.6017699115044248,0.005372945638432364,0.20689655172413793
86,0,0,0.5,1.0,318,2.424778761061947,0.021649810366624524,0.16443850267379678
87,0,0,2.5,7.0,577,1.9823008849557522,0.017699115044247787,0.22566371681415928
88,0,0,0.0,0.0,563,1.6991150442477876,0.015170670037926675,0.2515527950310559
89,0,0,0.5,0.5,813,2.0530973451327434,0.018331226295828066,0.24561403508771928
90,0,0,0.5,0.5,541,1.6283185840707965,0.014538558786346398,0.38613861386138615
91,0,0,0.0,0.0,257,0.584070796460177,0.005214917825537294,0.4375
92,0,0,0.0,0.0,240,0.672566371681416,0.0060050568900126425,0.40298507462686567
93,0,0,0.0,0.0,68,0.336283185840708,0.0030025284450063213,0.0
94,0,0,0.0,0.0,74,0.17699115044247787,0.0015802781289506952,0.0
95,0,0,0.0,0.0,30,0.1592920353982301,0.0014222503160556258,0.0
96,0,0,0.0,0.0,18,0.1592920353982301,0.0014222503160556258,0.0
97,0,0,0.0,0.0,242,1.2212389380530972,0.010903919089759798,0.23404255319148937
98,0,0,0.0,0.0,211,1.2920353982300885,0.011536030341340075,0.16751269035532995
99,0,0,0.0,0.0,57,0.1592920353982301,0.0014222503160556258,0.0
100,0,0,0.0,0.0,20,0.1415929203539823,0.0012642225031605564,0.0
101,0,0,0.0,0.0,40,0.35398230088495575,0.0031605562579013905,0.0
102,0,0,0.0,0.0,217,1.3274336283185841,0.011852085967130215,0.23346303501945526
103,0,0,0.0,0.0,216,1.2035398230088497,0.010745891276864728,0.2825112107623318
104,0,0,0.0,0.0,232,1.1327433628318584,0.010113780025284451,0.3298429319371728
105,0,0,0.0,0.0,271,1.079646017699115,0.009639696586599241,0.21428571428571427
106,0,0,0.0,0.0,164,1.0619469026548674,0.009481668773704172,0.23645320197044334
107,0,0,0.0,0.0,189,0.6194690265486725,0.0055309734513274336,0.2625
108,0,0,0.0,0.0,63,0.49557522123893805,0.004424778761061947,0.0
122,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
125,0,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
144,0,0,0.0,0.0,24,0.19469026548672566,0.001738305941845765,0.6923076923076923
145,0,0,0.0,0.0,71,0.4424778761061947,0.003950695322376738,0.36363636363636365
146,0,0,0.0,0.0,149,0.49557522123893805,0.004424778761061947,0.21951219512195122
147,0,0,0.0,0.0,23,0.3008849557522124,0.002686472819216182,0.15
148,0,0,0.0,0.0,66,0.1592920353982301,0.0014222503160556258,0.0
149,0,0,0.0,0.0,120,0.21238938053097345,0.0018963337547408343,0.42857142857142855
150,0,0,0.0,0.0,69,0.17699115044247787,0.0015802781289506952,0.0
151,0,0,1.0,2.0,414,2.938053097345133,0.026232616940581543,0.2215464813205908
152,0,0,2.5,4.5,420,2.7079646017699117,0.02417825537294564,0.15867158671586715
153,0,0,0.0,0.0,106,0.1592920353982301,0.0014222503160556258,0.0
154,0,0,0.0,0.0,107,0.1415929203539823,0.0012642225031605564,0.0
155,0,0,2.5,3.5,253,1.7876106194690264,0.015960809102402024,0.15428571428571428
156,0,0,2.5,10.5,518,2.849557522123894,0.025442477876106196,0.1774193548387097
157,0,0,0.5,0.5,107,0.4247787610619469,0.0037926675094816687,0.12
158,0,0,0.0,0.0,136,0.23008849557522124,0.0020543615676359038,0.0
159,0,0,0.0,0.0,204,0.7079646017699115,0.006321112515802781,0.3380281690140845
160,0,0,0.5,0.5,130,0.6194690265486725,0.0055309734513274336,0.30612244897959184
161,0,0,1.5,2.0,271,1.8407079646017699,0.01643489254108723,0.13725490196078433
162,0,0,1.0,5.0,551,1.3097345132743363,0.011694058154235146,0.2766990291262136
163,0,0,0.5,9.5,642,1.3628318584070795,0.012168141592920354,0.3535714285714286
164,0,0,1.0,2.0,343,1.5398230088495575,0.013748419721871049,0.22813688212927757
165,0,0,2.0,3.5,160,0.6548672566371682,0.005847029077117573,0.4782608695652174
166,0,0,0.0,0.0,97,0.17699115044247787,0.0015802781289506952,0.42857142857142855
167,0,0,0.0,0.0,88,0.21238938053097345,0.0018963337547408343,0.0
168,0,0,0.0,0.0,66,0.24778761061946902,0.0022123893805309734,0.3
169,0,0,1.0,1.0,232,1.5575221238938053,0.01390644753476612,0.27710843373493976
170,0,0,1.0,1.5,237,1.079646017699115,0.009639696586599241,0.1875
171,0,0,0.5,0.5,77,0.1415929203539823,0.0012642225031605564,0.0
172,0,0,0.5,0.5,118,0.3008849557522124,0.002686472819216182,0.5
173,0,0,0.0,0.0,117,0.4424778761061947,0.003950695322376738,0.25
174,0,0,0.5,2.5,150,0.8672566371681416,0.007743362831858407,0.21428571428571427
175,0,0,1.0,1.0,328,1.3805309734513274,0.012326169405815424,0.20610687022900764
0,1,0,0.0,0.0,60,0.017699115044247787,0.00015802781289506955,0.0
1,1,0,0.5,0.5,56,0.035398230088495575,0.0003160556257901391,0.0
2,1,0,0.0,0.0,60,0.017699115044247787,0.00015802781289506955,0.0
3,1,0,3.5,23.0,112,0.3185840707964602,0.0028445006321112516,0.76
4,1,0,9.0,36.0,198,1.079646017699115,0.009639696586599241,0.267260579064588
5,1,0,9.5,33.0,214,1.5575221238938053,0.01390644753476612,0.15988779803646563
6,1,0,6.5,14.5,161,1.3274336283185841,0.011852085967130215,0.22478386167146974
7,1,0,5.5,17.5,179,1.3274336283185841,0.011852085967130215,0.1553398058252427
8,1,0,2.5,4.0,71,0.4778761061946903,0.004266750948166877,0.25
9,1,0,0.5,0.5,78,0.7787610619469026,0.00695322376738306,0.11650485436893204
10,1,0,0.5,0.5,46,0.4424778761061947,0.003950695322376738,0.42857142857142855
11,1,0,1.5,6.5,230,1.7699115044247788,0.01580278128950695,0.1422924901185771
12,1,0,2.5,11.5,235,1.3274336283185841,0.011852085967130215,0.2756183745583039
13,1,0,1.0,2.0,196,0.5663716814159292,0.0050568900126422255,0.2903225806451613
14,1,0,1.5,5.0,26,0.23008849557522124,0.0020543615676359038,0.0
15,1,0,2.5,8.5,133,0.7787610619469026,0.00695322376738306,0.33620689655172414
16,1,0,4.5,11.0,433,1.7876106194690264,0.015960809102402024,0.2136986301369863
17,1,0,5.5,10.5,834,2.0353982300884956,0.018173198482932997,0.3489583333333333
18,1,0,2.5,6.5,581,1.6991150442477876,0.015170670037926675,0.3790322580645161
19,1,0,2.0,4.5,162,0.9203539823008849,0.008217446270543615,0.175
20,1,0,3.0,11.0,187,1.3097345132743363,0.011694058154235146,0.2328767123287671
21,1,0,1.0,8.0,97,0.40707964601769914,0.0036346396965865994,0.3333333333333333
22,1,0,0.0,0.0,79,0.3185840707964602,0.0028445006321112516,0.0
23,1,0,0.0,0.0,114,0.3185840707964602,0.0028445006321112516,0.23076923076923078
24,1,0,2.0,10.0,159,0.584070796460177,0.005214917825537294,0.35294117647058826
25,1,0,1.5,8.5,271,1.7699115044247788,0.01580278128950695,0.16023738872403562
26,1,0,1.0,1.0,266,1.2212389380530972,0.010903919089759798,0.2054794520547945
27,1,0,1.0,1.5,90,0.37168141592920356,0.00331858407079646,0.2857142857142857
28,1,0,1.5,6.5,72,0.336283185840708,0.0030025284450063213,0.391304347826087
29,1,0,1.0,4.0,48,0.336283185840708,0.0030025284450063213,0.23076923076923078
30,1,0,2.5,5.5,243,1.6991150442477876,0.015170670037926675,0.16831683168316833
31,1,0,4.0,5.0,351,1.7168141592920354,0.015328697850821745,0.1978021978021978
32,1,0,2.0,4.0,291,1.3097345132743363,0.011694058154235146,0.2608695652173913
33,1,0,3.0,15.5,304,1.5044247787610618,0.013432364096080911,0.3132530120481928
34,1,5,3.0,16.5,216,1.1327433628318584,0.010113780025284451,0.2112676056338028
35,1,0,0.5,5.0,56,0.3008849557522124,0.002686472819216182,0.2222222222222222
36,1,0,0.0,0.0,4,0.05309734513274336,0.0004740834386852086,0.0
37,1,0,0.0,0.0,2,0.035398230088495575,0.0003160556257901391,0.0
38,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
39,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
41,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
43,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
44,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
45,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
47,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
71,1,0,0.0,0.0,3,0.035398230088495575,0.0003160556257901391,0.0
72,1,0,0.0,0.0,72,0.24778761061946902,0.0022123893805309734,0.3157894736842105
73,1,0,0.0,0.0,132,0.8495575221238938,0.007585335018963337,0.27586206896551724
74,1,0,0.0,0.0,84,0.46017699115044247,0.0041087231352718075,0.13636363636363635
75,1,0,0.0,0.0,6,0.10619469026548672,0.0009481668773704172,0.0
76,1,0,0.0,0.0,41,0.17699115044247787,0.0015802781289506952,0.0
77,1,0,0.0,0.0,19,0.1592920353982301,0.0014222503160556258,0.0
78,1,0,0.0,0.0,11,0.07079646017699115,0.0006321112515802782,0.0
79,1,0,0.0,0.0,30,0.17699115044247787,0.0015802781289506952,0.0
80,1,0,3.5,6.0,266,2.353982300884956,0.02101769911504425,0.1827956989247312
81,1,0,3.5,9.5,399,2.9026548672566372,0.025916561314791402,0.2150442477876106
82,1,0,0.0,0.0,35,0.1592920353982301,0.0014222503160556258,0.0
83,1,0,0.5,9.5,120,1.079646017699115,0.009639696586599241,0.16901408450704225
84,1,0,4.5,19.0,399,2.7787610619469025,0.024810366624525917,0.116
85,1,0,0.5,6.0,94,0.6017699115044248,0.005372945638432364,0.20689655172413793
86,1,0,2.0,11.5,318,2.424778761061947,0.021649810366624524,0.16443850267379678
87,1,0,4.5,12.5,577,1.9823008849557522,0.017699115044247787,0.22566371681415928
88,1,0,1.0,7.0,563,1.6991150442477876,0.015170670037926675,0.2515527950310559
89,1,0,2.5,5.5,813,2.0530973451327434,0.018331226295828066,0.24561403508771928
90,1,0,3.0,7.0,541,1.6283185840707965,0.014538558786346398,0.38613861386138615
91,1,0,1.0,10.5,257,0.584070796460177,0.005214917825537294,0.4375
92,1,0,0.5,0.5,240,0.672566371681416,0.0060050568900126425,0.40298507462686567
93,1,0,1.0,4.0,68,0.336283185840708,0.0030025284450063213,0.0
94,1,0,0.5,1.5,74,0.17699115044247787,0.0015802781289506952,0.0
95,1,0,0.5,1.0,30,0.1592920353982301,0.0014222503160556258,0.0
96,1,0,0.5,5.0,18,0.1592920353982301,0.0014222503160556258,0.0
97,1,0,1.5,7.0,242,1.2212389380530972,0.010903919089759798,0.23404255319148937
98,1,0,2.0,9.0,211,1.2920353982300885,0.011536030341340075,0.16751269035532995
99,1,0,0.5,0.5,57,0.1592920353982301,0.0014222503160556258,0.0
100,1,0,0.0,0.0,20,0.1415929203539823,0.0012642225031605564,0.0
101,1,0,0.0,0.0,40,0.35398230088495575,0.0031605562579013905,0.0
102,1,0,0.5,3.0,217,1.3274336283185841,0.011852085967130215,0.23346303501945526
103,1,0,0.5,0.5,216,1.2035398230088497,0.010745891276864728,0.2825112107623318
104,1,0,0.0,0.0,232,1.1327433628318584,0.010113780025284451,0.3298429319371728
105,1,0,0.0,0.0,271,1.079646017699115,0.009639696586599241,0.21428571428571427
106,1,0,0.0,0.0,164,1.0619469026548674,0.009481668773704172,0.23645320197044334
107,1,0,0.0,0.0,189,0.6194690265486725,0.0055309734513274336,0.2625
108,1,0,0.5,0.5,63,0.49557522123893805,0.004424778761061947,0.0
122,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
125,1,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
144,1,0,0.0,0.0,24,0.19469026548672566,0.001738305941845765,0.6923076923076923
145,1,0,0.0,0.0,71,0.4424778761061947,0.003950695322376738,0.36363636363636365
146,1,0,0.0,0.0,149,0.49557522123893805,0.004424778761061947,0.21951219512195122
147,1,0,0.0,0.0,23,0.3008849557522124,0.002686472819216182,0.15
148,1,0,0.0,0.0,66,0.1592920353982301,0.0014222503160556258,0.0
149,1,0,0.0,0.0,120,0.21238938053097345,0.0018963337547408343,0.42857142857142855
150,1,0,0.0,0.0,69,0.17699115044247787,0.0015802781289506952,0.0
151,1,0,0.5,0.5,414,2.938053097345133,0.026232616940581543,0.2215464813205908
152,1,0,3.5,8.0,420,2.7079646017699117,0.02417825537294564,0.15867158671586715
153,1,0,0.0,0.0,106,0.1592920353982301,0.0014222503160556258,0.0
154,1,0,0.0,0.0,107,0.1415929203539823,0.0012642225031605564,0.0
155,1,0,2.5,3.5,253,1.7876106194690264,0.015960809102402024,0.15428571428571428
156,1,0,6.5,21.0,518,2.849557522123894,0.025442477876106196,0.1774193548387097
157,1,0,2.0,5.0,107,0.4247787610619469,0.0037926675094816687,0.12
158,1,0,0.0,0.0,136,0.23008849557522124,0.0020543615676359038,0.0
159,1,0,0.5,0.5,204,0.7079646017699115,0.006321112515802781,0.3380281690140845
160,1,0,1.0,1.0,130,0.6194690265486725,0.0055309734513274336,0.30612244897959184
161,1,0,1.0,1.5,271,1.8407079646017699,0.01643489254108723,0.13725490196078433
162,1,0,1.5,4.0,551,1.3097345132743363,0.011694058154235146,0.2766990291262136
163,1,0,3.5,13.0,642,1.3628318584070795,0.012168141592920354,0.3535714285714286
164,1,0,1.5,3.0,343,1.5398230088495575,0.013748419721871049,0.22813688212927757
165,1,0,1.0,1.0,160,0.6548672566371682,0.005847029077117573,0.4782608695652174
166,1,0,0.0,0.0,97,0.17699115044247787,0.0015802781289506952,0.42857142857142855
167,1,0,1.0,1.5,88,0.21238938053097345,0.0018963337547408343,0.0
168,1,0,1.0,1.5,66,0.24778761061946902,0.0022123893805309734,0.3
169,1,0,3.5,4.0,232,1.5575221238938053,0.01390644753476612,0.27710843373493976
170,1,0,1.5,2.5,237,1.079646017699115,0.009639696586599241,0.1875
171,1,0,0.5,0.5,77,0.1415929203539823,0.0012642225031605564,0.0
172,1,0,0.5,0.5,118,0.3008849557522124,0.002686472819216182,0.5
173,1,0,0.5,0.5,117,0.4424778761061947,0.003950695322376738,0.25
174,1,0,1.5,3.5,150,0.8672566371681416,0.007743362831858407,0.21428571428571427
175,1,0,3.5,12.0,328,1.3805309734513274,0.012326169405815424,0.20610687022900764
0,2,0,0.0,0.0,60,0.017699115044247787,0.00015802781289506955,0.0
1,2,0,0.0,0.0,56,0.035398230088495575,0.0003160556257901391,0.0
2,2,0,0.0,0.0,60,0.017699115044247787,0.00015802781289506955,0.0
3,2,0,0.0,0.0,112,0.3185840707964602,0.0028445006321112516,0.76
4,2,0,0.0,0.0,198,1.079646017699115,0.009639696586599241,0.267260579064588
5,2,0,2.0,5.5,214,1.5575221238938053,0.01390644753476612,0.15988779803646563
6,2,0,0.0,0.0,161,1.3274336283185841,0.011852085967130215,0.22478386167146974
7,2,0,0.0,0.0,179,1.3274336283185841,0.011852085967130215,0.1553398058252427
8,2,0,0.0,0.0,71,0.4778761061946903,0.004266750948166877,0.25
9,2,0,1.0,1.0,78,0.7787610619469026,0.00695322376738306,0.11650485436893204
10,2,0,0.0,0.0,46,0.4424778761061947,0.003950695322376738,0.42857142857142855
11,2,0,0.5,2.0,230,1.7699115044247788,0.01580278128950695,0.1422924901185771
12,2,0,0.5,1.0,235,1.3274336283185841,0.011852085967130215,0.2756183745583039
13,2,0,0.0,0.0,196,0.5663716814159292,0.0050568900126422255,0.2903225806451613
14,2,0,0.0,0.0,26,0.23008849557522124,0.0020543615676359038,0.0
15,2,0,1.0,1.0,133,0.7787610619469026,0.00695322376738306,0.33620689655172414
16,2,0,0.5,1.0,433,1.7876106194690264,0.015960809102402024,0.2136986301369863
17,2,0,0.0,0.0,834,2.0353982300884956,0.018173198482932997,0.3489583333333333
18,2,0,1.0,6.5,581,1.6991150442477876,0.015170670037926675,0.3790322580645161
19,2,0,0.0,0.0,162,0.9203539823008849,0.008217446270543615,0.175
20,2,0,0.5,0.5,187,1.3097345132743363,0.011694058154235146,0.2328767123287671
21,2,0,0.0,0.0,97,0.40707964601769914,0.0036346396965865994,0.3333333333333333
22,2,0,0.0,0.0,79,0.3185840707964602,0.0028445006321112516,0.0
23,2,0,0.0,0.0,114,0.3185840707964602,0.0028445006321112516,0.23076923076923078
24,2,0,0.0,0.0,159,0.584070796460177,0.005214917825537294,0.35294117647058826
25,2,0,1.0,4.5,271,1.7699115044247788,0.01580278128950695,0.16023738872403562
26,2,0,0.5,2.5,266,1.2212389380530972,0.010903919089759798,0.2054794520547945
27,2,0,0.5,1.0,90,0.37168141592920356,0.00331858407079646,0.2857142857142857
28,2,0,0.0,0.0,72,0.336283185840708,0.0030025284450063213,0.391304347826087
29,2,0,0.0,0.0,48,0.336283185840708,0.0030025284450063213,0.23076923076923078
30,2,0,0.5,0.5,243,1.6991150442477876,0.015170670037926675,0.16831683168316833
31,2,0,0.0,0.0,351,1.7168141592920354,0.015328697850821745,0.1978021978021978
32,2,0,0.5,0.5,291,1.3097345132743363,0.011694058154235146,0.2608695652173913
33,2,0,0.0,0.0,304,1.5044247787610618,0.013432364096080911,0.3132530120481928
34,2,0,2.0,8.0,216,1.1327433628318584,0.010113780025284451,0.2112676056338028
35,2,0,0.5,5.0,56,0.3008849557522124,0.002686472819216182,0.2222222222222222
36,2,0,0.0,0.0,4,0.05309734513274336,0.0004740834386852086,0.0
37,2,0,0.0,0.0,2,0.035398230088495575,0.0003160556257901391,0.0
38,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
39,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
41,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
43,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
44,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
45,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
47,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
71,2,0,0.0,0.0,3,0.035398230088495575,0.0003160556257901391,0.0
72,2,0,0.5,1.0,72,0.24778761061946902,0.0022123893805309734,0.3157894736842105
73,2,0,1.5,9.0,132,0.8495575221238938,0.007585335018963337,0.27586206896551724
74,2,0,0.5,1.0,84,0.46017699115044247,0.0041087231352718075,0.13636363636363635
75,2,0,0.0,0.0,6,0.10619469026548672,0.0009481668773704172,0.0
76,2,0,0.0,0.0,41,0.17699115044247787,0.0015802781289506952,0.0
77,2,0,0.0,0.0,19,0.1592920353982301,0.0014222503160556258,0.0
78,2,0,0.0,0.0,11,0.07079646017699115,0.0006321112515802782,0.0
79,2,0,0.0,0.0,30,0.17699115044247787,0.0015802781289506952,0.0
80,2,0,1.5,2.0,266,2.353982300884956,0.02101769911504425,0.1827956989247312
81,2,0,3.5,4.5,399,2.9026548672566372,0.025916561314791402,0.2150442477876106
82,2,0,0.0,0.0,35,0.1592920353982301,0.0014222503160556258,0.0
83,2,0,0.0,0.0,120,1.079646017699115,0.009639696586599241,0.16901408450704225
84,2,0,2.5,4.0,399,2.7787610619469025,0.024810366624525917,0.116
85,2,0,0.0,0.0,94,0.6017699115044248,0.005372945638432364,0.20689655172413793
86,2,0,1.5,2.0,318,2.424778761061947,0.021649810366624524,0.16443850267379678
87,2,0,3.0,7.5,577,1.9823008849557522,0.017699115044247787,0.22566371681415928
88,2,0,0.0,0.0,563,1.6991150442477876,0.015170670037926675,0.2515527950310559
89,2,0,0.5,0.5,813,2.0530973451327434,0.018331226295828066,0.24561403508771928
90,2,0,1.0,1.0,541,1.6283185840707965,0.014538558786346398,0.38613861386138615
91,2,0,0.5,0.5,257,0.584070796460177,0.005214917825537294,0.4375
92,2,0,0.0,0.0,240,0.672566371681416,0.0060050568900126425,0.40298507462686567
93,2,0,0.0,0.0,68,0.336283185840708,0.0030025284450063213,0.0
94,2,0,0.0,0.0,74,0.17699115044247787,0.0015802781289506952,0.0
95,2,0,0.0,0.0,30,0.1592920353982301,0.0014222503160556258,0.0
96,2,0,0.0,0.0,18,0.1592920353982301,0.0014222503160556258,0.0
97,2,0,0.5,0.5,242,1.2212389380530972,0.010903919089759798,0.23404255319148937
98,2,0,1.0,11.0,211,1.2920353982300885,0.011536030341340075,0.16751269035532995
99,2,0,0.5,3.5,57,0.1592920353982301,0.0014222503160556258,0.0
100,2,0,1.0,1.0,20,0.1415929203539823,0.0012642225031605564,0.0
101,2,0,1.5,1.5,40,0.35398230088495575,0.0031605562579013905,0.0
102,2,0,3.0,7.5,217,1.3274336283185841,0.011852085967130215,0.23346303501945526
103,2,0,1.0,1.5,216,1.2035398230088497,0.010745891276864728,0.2825112107623318
104,2,0,0.0,0.0,232,1.1327433628318584,0.010113780025284451,0.3298429319371728
105,2,0,0.0,0.0,271,1.079646017699115,0.009639696586599241,0.21428571428571427
106,2,0,0.0,0.0,164,1.0619469026548674,0.009481668773704172,0.23645320197044334
107,2,0,0.0,0.0,189,0.6194690265486725,0.0055309734513274336,0.2625
108,2,0,0.0,0.0,63,0.49557522123893805,0.004424778761061947,0.0
122,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
125,2,0,0.0,0.0,1,0.017699115044247787,0.00015802781289506955,0.0
144,2,0,1.0,1.0,24,0.19469026548672566,0.001738305941845765,0.6923076923076923
145,2,0,0.0,0.0,71,0.4424778761061947,0.003950695322376738,0.36363636363636365
146,2,0,1.0,1.5,149,0.49557522123893805,0.004424778761061947,0.21951219512195122
147,2,0,0.5,0.5,23,0.3008849557522124,0.002686472819216182,0.15
148,2,0,0.0,0.0,66,0.1592920353982301,0.0014222503160556258,0.0
149,2,0,0.0,0.0,120,0.21238938053097345,0.0018963337547408343,0.42857142857142855
150,2,0,0.0,0.0,69,0.17699115044247787,0.0015802781289506952,0.0
151,2,0,1.0,1.0,414,2.938053097345133,0.026232616940581543,0.2215464813205908
152,2,0,1.0,1.0,420,2.7079646017699117,0.02417825537294564,0.15867158671586715
153,2,0,0.0,0.0,106,0.1592920353982301,0.0014222503160556258,0.0
154,2,0,0.0,0.0,107,0.1415929203539823,0.0012642225031605564,0.0
155,2,0,4.0,5.0,253,1.7876106194690264,0.015960809102402024,0.15428571428571428
156,2,0,3.0,11.5,518,2.849557522123894,0.025442477876106196,0.1774193548387097
157,2,0,0.5,0.5,107,0.4247787610619469,0.0037926675094816687,0.12
158,2,0,0.0,0.0,136,0.23008849557522124,0.0020543615676359038,0.0
159,2,0,0.0,0.0,204,0.7079646017699115,0.006321112515802781,0.3380281690140845
160,2,0,0.5,0.5,130,0.6194690265486725,0.0055309734513274336,0.30612244897959184
161,2,0,1.0,1.0,271,1.8407079646017699,0.01643489254108723,0.13725490196078433
