Dataset name,delta_t,tau,L,Baseline MSE,Baseline AUPRC,SDModel MSE,SDModel AUPRC,SCDModel MSE,SCDModel AUPRC,SCDModel coefs,SCDOModel MSE,SCDOModel AUPRC,SCDOModel coefs
Socio-calls graph,86400,1.75,0.5,13.005363155363156,0.6572461232925089,11.014100174538404,0.6692042659275752,8.359705021900979,0.6805889794368241,[0.94284765 0.28951431 0.         0.        ],8.359705021900979,0.6805889794368241,[0.94284765 0.28951431 0.         0.        ]
Hypertext graph,1800,3.5,0.5,520.3215491581146,0.8597796146297588,511.0506738423546,0.8573922151149297,383.5185386367108,0.8376205073526145,[7.18395014 0.47100596 0.         0.        ],383.5185386367108,0.8376205073526145,[7.18395014 0.47100596 0.         0.        ]
Socio-sms graph,3600,1.25,0.5,5.717291666666667,0.6483928339159882,4.985891347213741,0.6242613336628573,4.520965859141029,0.6153046787959573,[0.26245393 0.52836244 0.         0.        ],4.520965859141029,0.6153046787959573,[0.26245393 0.52836244 0.         0.        ]
Hypertext graph,1800,2.25,0.5,520.3215491581146,0.8597796146297588,490.84091026028125,0.8566276221747511,382.831093771675,0.8376205073526145,[6.90229089 0.49240752 0.         0.        ],382.831093771675,0.8376205073526145,[6.90229089 0.49240752 0.         0.        ]
College graph 2,86400,1.25,0.5,74.31491230967401,0.6494809442009095,53.988262461059456,0.6541187307311729,41.67030143222073,0.6633831177591489,[0.96618303 0.32761886 0.         0.        ],41.67030143222073,0.6633831177591489,[0.96618303 0.32761886 0.         0.        ]
Hypertext graph,1800,1.5,0.5,520.3215491581146,0.8597796146297588,466.10411952852013,0.8563544386116635,383.24094315153525,0.8376205073526145,[6.47452073 0.52470011 0.         0.        ],383.24094315153525,0.8376205073526145,[6.47452073 0.52470011 0.         0.        ]
Socio-calls graph,86400,2,0.5,13.005363155363156,0.6572461232925089,11.398733217324395,0.6682714779419119,8.416814134026849,0.681253475575618,[0.96097487 0.27634603 0.         0.        ],8.416814134026849,0.681253475575618,[0.96097487 0.27634603 0.         0.        ]
Socio-sms graph,3600,0.25,0.5,5.717291666666667,0.6483928339159882,4.724769014001649,0.5661923998476972,5.031518081103121,0.5474530381575997,[0.22036643 0.60049076 0.         0.        ],5.031518081103121,0.5474530381575997,[0.22036643 0.60049076 0.         0.        ]
Socio-sms graph,3600,4,0.5,5.717291666666667,0.6483928339159882,5.657401703697235,0.6231411962469386,4.464823542504002,0.5980245871326026,[0.28550711 0.47233011 0.         0.01158518],4.470695135679695,0.5980245871326026,[0.28742334 0.48106722 0.         0.        ]
Socio-sms graph,3600,3.5,0.5,5.717291666666667,0.6483928339159882,5.619950508370781,0.6222505569919683,4.467110859754806,0.5985265939749561,[0.28469532 0.47566722 0.         0.0099133 ],4.472095103030096,0.5985265939749561,[0.28633034 0.48315475 0.         0.        ]
College graph 2,86400,4.5,0.5,74.31491230967401,0.6494809442009095,73.25645684084314,0.6530165986798901,43.927250838197196,0.6396043201109753,[1.19456749 0.16823234 0.00902441 0.        ],43.927250838197196,0.6396043201109753,[1.19456749 0.16823234 0.00902441 0.        ]
Hypertext graph,1800,1.75,0.5,520.3215491581146,0.8597796146297588,475.5562183194668,0.8550922005960091,382.84634956744355,0.8376205073526145,[6.65233091 0.51130412 0.         0.        ],382.84634956744355,0.8376205073526145,[6.65233091 0.51130412 0.         0.        ]
College graph 2,86400,3,0.5,74.31491230967401,0.6494809442009095,69.78139561947064,0.6510839223970247,43.65582419076715,0.6396043201109753,[1.16485536 0.18849011 0.00896161 0.        ],43.65582459666487,0.6396043201109753,[1.16485551 0.1884901  0.00896142 0.        ]
College graph 2,86400,2,0.5,74.31491230967401,0.6494809442009095,63.11244614652825,0.6542467380940251,42.99683439484533,0.6396043201109753,[1.09637982 0.23604806 0.0069806  0.        ],42.99683997990046,0.6396043201109753,[1.09638159 0.23604846 0.0069774  0.        ]
SFHH graph,1800,0.25,0.5,1050.2696668725944,0.7744976679617008,1029.6062026223256,0.7149738374935537,970.5062052739886,0.7216271444185716,[5.53639115 0.59277706 0.         0.        ],970.5062052739886,0.7216271444185716,[5.53639115 0.59277706 0.         0.        ]
Hypertext graph,1800,1,0.5,520.3215491581146,0.8597796146297588,444.8977859964523,0.8563782085442556,386.3578997420524,0.8376205073526145,[5.95931221 0.56344216 0.         0.        ],386.3578997420524,0.8376205073526145,[5.95931221 0.56344216 0.         0.        ]
College graph 2,86400,3.5,0.5,74.31491230967401,0.6494809442009095,71.50186688701055,0.6513464370770897,43.795425861825095,0.6396043201109753,[1.17999231 0.17811213 0.00910843 0.        ],43.795339313947856,0.6396043201109753,[1.17995848 0.17811544 0.0091484  0.        ]
Socio-calls graph,259200,3,0.5,40.79545454545455,0.8259915196456931,39.02806747675088,0.8318737817436525,31.3926157960295,0.7779882154882155,[1.49974328 0.52944931 0.08977337 0.        ],31.392609474308923,0.7779882154882155,[1.49974957 0.52941667 0.08980918 0.        ]
College graph 2,86400,1.5,0.5,74.31491230967401,0.6494809442009095,57.46184568349843,0.6525331727738451,42.24781932632258,0.6396043201109753,[1.02217241 0.28816628 0.00335307 0.        ],42.24779311289076,0.6396043201109753,[1.0221494  0.28818468 0.00334776 0.        ]
College graph 2,86400,0.25,0.5,74.31491230967401,0.6494809442009095,38.15611596331878,0.6531294368510567,37.01878143914708,0.6553587464067243,[0.42019937 0.66725898 0.         0.        ],37.01878143914708,0.6553587464067243,[0.42019937 0.66725898 0.         0.        ]
College graph 2,259200,4,0.5,168.16796127873843,0.7632412379250711,165.37110592014594,0.7742602733515006,129.96368589029717,0.7341133533705453,[1.70363471 0.56562525 0.03188853 0.        ],129.963688677278,0.7341133533705453,[1.70363736 0.56562554 0.03188686 0.        ]
College graph 2,259200,2,0.5,168.16796127873843,0.7632412379250711,150.14873860377185,0.7782537275906598,124.88599657152456,0.7341133533705453,[1.46151497 0.6150202  0.0290263  0.        ],124.88599660036067,0.7341133533705453,[1.46151193 0.61502162 0.02902486 0.        ]
Hypertext graph,1800,4.5,0.5,520.3215491581146,0.8597796146297588,516.8274785251336,0.8552263450258706,383.8105390003491,0.8376205073526145,[7.2568346  0.46544847 0.         0.        ],383.8105390003491,0.8376205073526145,[7.2568346  0.46544847 0.         0.        ]
College graph 2,86400,4,0.5,74.31491230967401,0.6494809442009095,72.58467626221451,0.6529192799973043,43.877945716601815,0.6396043201109753,[1.18907204 0.17193828 0.00909359 0.        ],43.87794444665453,0.6396043201109753,[1.18907091 0.1719392  0.00909331 0.        ]
College graph 2,86400,2.5,0.5,74.31491230967401,0.6494809442009095,67.11019498368746,0.6515989448148742,43.41620308197351,0.6396043201109753,[1.13947163 0.20603027 0.00842884 0.        ],43.41620306380275,0.6396043201109753,[1.13947161 0.20603028 0.00842884 0.        ]
College graph 2,86400,5,0.5,74.31491230967401,0.6494809442009095,73.66957139251372,0.6530236116169407,43.95691167636931,0.6396043201109753,[1.19790414 0.16600318 0.00894211 0.        ],43.95690144397311,0.6396043201109753,[1.19790096 0.1660025  0.0089479  0.        ]
College graph 2,86400,2.25,0.5,74.31491230967401,0.6494809442009095,65.30090744286805,0.6520001908296464,43.23606877754485,0.6396043201109753,[1.12075945 0.21900402 0.0079333  0.        ],43.23614849495033,0.6396043201109753,[1.12078465 0.21900973 0.0078877  0.        ]
College graph 2,259200,3,0.5,168.16796127873843,0.7632412379250711,160.8449282209939,0.7751559531582978,128.51355403375914,0.7341133533705453,[1.63695934 0.57929646 0.03123367 0.        ],128.5135529412471,0.7341133533705453,[1.63695666 0.5792971  0.03123358 0.        ]
Hypertext graph,600,1,0.5,64.19229361826699,0.784143125016709,58.6477998729873,0.7662215166259587,53.06220022280644,0.7401769450949779,[1.53460523 0.67644755 0.         0.        ],53.06220022280644,0.7401769450949779,[1.53460523 0.67644755 0.         0.        ]
College graph 2,259200,0.5,0.5,168.16796127873843,0.7632412379250711,123.65718654568974,0.7840309601341913,117.55959910668929,0.7750731194273537,[5.82090129e-01 7.72705721e-01 1.60367661e-02 5.71673538e-04],117.55977089202725,0.7751011240838017,[0.58308625 0.77318631 0.01603655 0.        ]
Hypertext graph,600,1.25,0.5,64.19229361826699,0.784143125016709,59.14261945028,0.7697284538143024,52.38588407118239,0.7401769450949779,[1.60841347 0.65969845 0.         0.        ],52.38588407118239,0.7401769450949779,[1.60841347 0.65969845 0.         0.        ]
Socio-calls graph,259200,3.5,0.5,40.79545454545455,0.8259915196456931,39.699002617087466,0.8316496109140394,31.612673243170722,0.7779882154882155,[1.53553566 0.52155103 0.08966402 0.        ],31.612680446155778,0.7779882154882155,[1.53554693 0.52155399 0.08965746 0.        ]
Socio-calls graph,259200,4,0.5,40.79545454545455,0.8259915196456931,40.12111984735581,0.8316496109140394,31.74950699617206,0.7779882154882155,[1.55800022 0.51695989 0.08919092 0.        ],31.74951132919419,0.7779882154882155,[1.55799512 0.51698263 0.08916602 0.        ]
Socio-sms graph,3600,2.25,0.5,5.717291666666667,0.6483928339159882,5.404272529127172,0.623658097026246,4.483789236454418,0.6009846578410035,[2.79478939e-01 4.95887235e-01 0.00000000e+00 2.68105048e-04],4.483923713487039,0.6009846578410035,[0.27952405 0.49608815 0.         0.        ]
Socio-calls graph,259200,0.5,0.5,40.79545454545455,0.8259915196456931,28.14095846421271,0.8346450590827463,26.794006329512726,0.8236462581913784,[0.59823886 0.7628395  0.02485881 0.        ],26.794005771592282,0.8236462581913784,[0.59823709 0.76284129 0.02485731 0.        ]
College graph 2,259200,5,0.5,168.16796127873843,0.7632412379250711,167.12461777329798,0.7740499507646621,130.51211451544071,0.7341133533705453,[1.72857688 0.56053892 0.032062   0.        ],130.51211311865464,0.7341133533705453,[1.72857322 0.56053984 0.03206178 0.        ]
College graph 2,259200,0.25,0.5,168.16796127873843,0.7632412379250711,129.53548563080594,0.7757210871797768,126.15550623035087,0.7752549460752748,[0.16536936 0.79966357 0.01088608 0.02128055],126.16569182281394,0.7753439358425356,[0.20514607 0.81745059 0.01061724 0.        ]
College graph 2,259200,2.25,0.5,168.16796127873843,0.7632412379250711,153.6412002708689,0.7781897006507156,126.10079792006594,0.7341133533705453,[1.52202489 0.60276758 0.02983994 0.        ],126.1007971822805,0.7341133533705453,[1.52202279 0.60276814 0.02983975 0.        ]
Socio-calls graph,259200,2.25,0.5,40.79545454545455,0.8259915196456931,37.278793718898704,0.834687783526664,30.798619852328397,0.7779882154882155,[1.4028071  0.55283201 0.08773821 0.        ],30.79862570290011,0.7779882154882155,[1.40281579 0.5528358  0.08773149 0.        ]
College graph 2,259200,1.5,0.5,168.16796127873843,0.7632412379250711,141.3011877264047,0.7772157225521247,121.69975242408223,0.7341133533705453,[1.28914343 0.64936364 0.02652564 0.        ],121.69975599764658,0.7341133533705453,[1.28915377 0.64936088 0.02652662 0.        ]
SFHH graph,3600,0.25,0.5,4993.175041581523,0.8112205894365776,3948.792341679418,0.7847206597120752,3424.4790577317144,0.7850021384783539,[19.40820366  0.33231057  0.          0.        ],3424.4790577317144,0.7850021384783539,[19.40820366  0.33231057  0.          0.        ]
SFHH graph,3600,3.5,0.5,4993.175041581523,0.8112205894365776,4881.924066707735,0.7933264416711004,3221.065044438447,0.7850021384783539,[21.91107075  0.30648045  0.          0.        ],3221.065044438447,0.7850021384783539,[21.91107075  0.30648045  0.          0.        ]
Socio-calls graph,259200,5,0.5,40.79545454545455,0.8259915196456931,40.5439627002937,0.8316496109140394,31.88621394969733,0.7779882154882155,[1.58097009 0.51292912 0.0879928  0.        ],31.886237370365635,0.7779882154882155,[1.58100205 0.51294592 0.08796429 0.        ]
SFHH graph,3600,3,0.5,4993.175041581523,0.8112205894365776,4813.481431860846,0.7877861419625884,3219.503071036519,0.7850021384783539,[21.74076515  0.31138186  0.          0.        ],3219.503071036519,0.7850021384783539,[21.74076515  0.31138186  0.          0.        ]
Hypertext graph,600,0.25,0.5,64.19229361826699,0.784143125016709,62.99123784792266,0.7484598238362888,61.67566896340686,0.7401769450949779,[1.14275861 0.76260725 0.         0.        ],61.67566896340686,0.7401769450949779,[1.14275861 0.76260725 0.         0.        ]
SFHH graph,3600,2,0.5,4993.175041581523,0.8112205894365776,4546.982323502485,0.7744632520804433,3214.9426162266723,0.7850021384783539,[20.99749299  0.33250279  0.          0.        ],3214.9426162266723,0.7850021384783539,[20.99749299  0.33250279  0.          0.        ]
College graph 2,259200,1.75,0.5,168.16796127873843,0.7632412379250711,146.02878393444374,0.7763675301361409,123.41875387852502,0.7341133533705453,[1.38507239 0.63034175 0.02798927 0.        ],123.41882705393209,0.7341133533705453,[1.38514377 0.63034989 0.02794445 0.        ]
SFHH graph,3600,1,0.5,4993.175041581523,0.8112205894365776,4065.933683831249,0.7631078653464879,3237.472840790351,0.7850021384783539,[19.19611747  0.37907875  0.          0.        ],3237.472840790351,0.7850021384783539,[19.19611747  0.37907875  0.          0.        ]
Socio-calls graph,259200,4.5,0.5,40.79545454545455,0.8259915196456931,40.38295835103294,0.8316496109140394,31.83410401043799,0.7779882154882155,[1.57211709 0.51439168 0.0885478  0.        ],31.834096986263482,0.7779882154882155,[1.57210625 0.51438875 0.08855424 0.        ]
Socio-calls graph,259200,0.75,0.5,40.79545454545455,0.8259915196456931,29.705388638331286,0.8365443680145134,27.665134570583632,0.8191636753868649,[0.81713704 0.71001616 0.0458609  0.        ],27.665128923828608,0.8191636753868649,[0.81713471 0.70999466 0.04588522 0.        ]
Socio-calls graph,259200,1.5,0.5,40.79545454545455,0.8259915196456931,34.20649221484867,0.8321165324843706,29.66322036960825,0.7779882154882155,[1.20977531 0.60362094 0.07795644 0.        ],29.663151986025916,0.7779882154882155,[1.20967419 0.60356637 0.07804523 0.        ]
SFHH graph,3600,0.75,0.5,4993.175041581523,0.8112205894365776,3956.4560675104276,0.7724541147117584,3272.782012557722,0.7850021384783539,[18.68387141  0.38788517  0.          0.        ],3272.782012557722,0.7850021384783539,[18.68387141  0.38788517  0.          0.        ]
Socio-calls graph,259200,2.5,0.5,40.79545454545455,0.8259915196456931,37.985598861420094,0.8335356819074119,31.042515440040017,0.7779882154882155,[1.44279594 0.54290188 0.08892302 0.        ],31.0424712843534,0.7779882154882155,[1.44272329 0.5428878  0.0889592  0.        ]
Socio-calls graph,259200,1.75,0.5,40.79545454545455,0.8259915196456931,35.4019155747857,0.8338984847335665,30.12109875206425,0.7779882154882155,[1.28928586 0.58224914 0.08270012 0.        ],30.12105319793981,0.7779882154882155,[1.28921937 0.58221352 0.08275853 0.        ]
Socio-calls graph,259200,1,0.5,40.79545454545455,0.8259915196456931,31.31992415721494,0.8347417631527841,28.445018373629264,0.798954834057435,[0.98176942 0.6659903  0.06067636 0.        ],28.445012163793436,0.798954834057435,[0.98175989 0.66598507 0.0606847  0.        ]
SFHH graph,3600,0.5,0.5,4993.175041581523,0.8112205894365776,3899.6851887737685,0.782657595836674,3339.171719296022,0.7850021384783539,[18.53457191  0.38001518  0.          0.        ],3339.171719296022,0.7850021384783539,[18.53457191  0.38001518  0.          0.        ]
Hypertext graph,600,1.5,0.5,64.19229361826699,0.784143125016709,59.793068680783236,0.7742071067166296,52.0129977409973,0.7401769450949779,[1.66727071 0.64633839 0.         0.        ],52.0129977409973,0.7401769450949779,[1.66727071 0.64633839 0.         0.        ]
Hypertext graph,600,2.5,0.5,64.19229361826699,0.784143125016709,62.149823274288806,0.7791398945653436,51.62200623902249,0.7401769450949779,[1.78472384 0.60992485 0.01097758 0.        ],51.61839745927166,0.7401769450949779,[1.7800596  0.60810095 0.         0.01455327]
SFHH graph,3600,1.75,0.5,4993.175041581523,0.8112205894365776,4443.575943690004,0.7706687654072255,3214.507606941206,0.7850021384783539,[20.66822399  0.34165389  0.          0.        ],3214.507606941206,0.7850021384783539,[20.66822399  0.34165389  0.          0.        ]
SFHH graph,3600,2.5,0.5,4993.175041581523,0.8112205894365776,4706.799645932963,0.7823506763320224,3217.2986091891494,0.7850021384783539,[21.45956734  0.31943189  0.          0.        ],3217.2986091891494,0.7850021384783539,[21.45956734  0.31943189  0.          0.        ]
SFHH graph,3600,2.25,0.5,4993.175041581523,0.8112205894365776,4634.413321312581,0.7774321606937822,3216.0478106857295,0.7850021384783539,[21.2567785   0.32519597  0.          0.        ],3216.0478106857295,0.7850021384783539,[21.2567785   0.32519597  0.          0.        ]
SFHH graph,3600,4,0.5,4993.175041581523,0.8112205894365776,4924.852484172865,0.7988000872390074,3222.0831812647552,0.7850021384783539,[22.0141696   0.30350555  0.          0.        ],3222.0831812647552,0.7850021384783539,[22.0141696   0.30350555  0.          0.        ]
SFHH graph,3600,4.5,0.5,4993.175041581523,0.8112205894365776,4951.4210817348885,0.8011827237643399,3222.7242799489272,0.7850021384783539,[22.07660993  0.3017014   0.          0.        ],3222.7242799489272,0.7850021384783539,[22.07660993  0.3017014   0.          0.        ]
Hypertext graph,600,3.5,0.5,64.19229361826699,0.784143125016709,63.37610384059235,0.7819797323591992,51.63141088211819,0.7401769450949779,[1.83189124 0.5958491  0.0149801  0.        ],51.6233918116255,0.7401769450949779,[1.8214324  0.59224903 0.         0.02214617]
SFHH graph,3600,1.5,0.5,4993.175041581523,0.8112205894365776,4325.017399943044,0.765255894867925,3215.9290057445037,0.7850021384783539,[20.25617686  0.35283886  0.          0.        ],3215.9290057445037,0.7850021384783539,[20.25617686  0.35283886  0.          0.        ]
SFHH graph,3600,5,0.5,4993.175041581523,0.8112205894365776,4967.733639129734,0.8051788911988719,3223.1212763059425,0.7850021384783539,[22.11444397  0.3006074   0.          0.        ],3223.1212763059425,0.7850021384783539,[22.11444397  0.3006074   0.          0.        ]
Hypertext graph,600,0.75,0.5,64.19229361826699,0.784143125016709,58.57139269837771,0.7604653512524643,54.29729413333945,0.7401769450949779,[1.44104771 0.6976277  0.         0.        ],54.29729413333945,0.7401769450949779,[1.44104771 0.6976277  0.         0.        ]
Hypertext graph,600,0.5,0.5,64.19229361826699,0.784143125016709,59.49224342315937,0.7533039639869203,56.650522072295765,0.7401769450949779,[1.3189174  0.72498539 0.         0.        ],56.650522072295765,0.7401769450949779,[1.3189174  0.72498539 0.         0.        ]
Socio-calls graph,259200,1.25,0.5,40.79545454545455,0.8259915196456931,32.8387813735624,0.8328058970924038,29.108651138103586,0.7779882154882155,[1.10939891 0.63102593 0.07093374 0.        ],29.108653543697216,0.7779882154882155,[1.10940252 0.6310279  0.07093057 0.        ]
Hypertext graph,600,4.5,0.5,64.19229361826699,0.784143125016709,63.88279688078524,0.7822363433764543,51.656211115265215,0.7401769450949779,[1.8504319  0.59067264 0.01620762 0.        ],51.64659936305734,0.7401769450949779,[1.83809991 0.58649761 0.         0.02450331]
SFHH graph,3600,1.25,0.5,4993.175041581523,0.8112205894365776,4195.609205198047,0.763371980484673,3221.7942198921273,0.7850021384783539,[19.75694148  0.36581449  0.          0.        ],3221.7942198921273,0.7850021384783539,[19.75694148  0.36581449  0.          0.        ]
SFHH graph,1800,1.25,0.5,1050.2696668725944,0.7744976679617008,974.9757087195404,0.7348337357861364,822.450221381431,0.7216271444185716,[5.62554932 0.41663326 0.         0.2048028 ],824.1899533135291,0.7216271444185716,[6.18312989 0.51109326 0.         0.10220763]
Hypertext graph,600,1.75,0.5,64.19229361826699,0.784143125016709,60.46817430944686,0.7760879962490501,51.80933846169004,0.7401769450949779,[1.71156563e+00 6.34983136e-01 1.44183567e-03 0.00000000e+00],51.80897101844977,0.7401769450949779,[1.71088774 0.63481835 0.00179348 0.        ]
Socio-calls graph,259200,2,0.5,40.79545454545455,0.8259915196456931,36.42288542740084,0.8347650567846605,30.495359711657994,0.7779882154882155,[1.35249936 0.56565976 0.08580176 0.        ],30.495375993552994,0.7779882154882155,[1.35252286 0.56567227 0.08578111 0.        ]
Hypertext graph,600,2.25,0.5,64.19229361826699,0.784143125016709,61.66618958010997,0.7779838879589552,51.645241535505534,0.7401769450949779,[1.76529933 0.61634604 0.00867008 0.        ],51.644945058456116,0.7401769450949779,[1.76494742e+00 6.16164930e-01 7.53420777e-03 1.46537601e-03]
Hypertext graph,600,5,0.5,64.19229361826699,0.784143125016709,64.00326812751199,0.7822363433764543,51.664118474382434,0.7401769450949779,[1.85578038 0.58972459 0.01594461 0.        ],51.65319610449144,0.7401769450949779,[1.84144999 0.58503041 0.         0.02534249]
Hypertext graph,600,2,0.5,64.19229361826699,0.784143125016709,61.10244497401595,0.7785543653046574,51.69882524606,0.7401769450949779,[1.74002033 0.62424689 0.00621063 0.        ],51.699706975730585,0.7401769450949779,[1.74162658 0.62461184 0.00540155 0.        ]
SFHH graph,1800,0.5,0.5,1050.2696668725944,0.7744976679617008,971.0091182010633,0.7054775058993015,894.5522742684578,0.7216271444185716,[5.53388245 0.59871555 0.         0.02312907],894.5833155465668,0.7216271444185716,[5.66156523 0.61591111 0.         0.        ]
Hypertext graph,600,3,0.5,64.19229361826699,0.784143125016709,62.88789875181565,0.7809431129146123,51.617840393189,0.7401769450949779,[1.81334038 0.60111016 0.01369799 0.        ],51.61165196113802,0.7401769450949779,[1.80527013 0.5982247  0.         0.01941651]
Hypertext graph,600,4,0.5,64.19229361826699,0.784143125016709,63.68782174337447,0.7822083839464964,51.64567313973587,0.7401769450949779,[1.84369998 0.59267957 0.01560892 0.        ],51.63650534139548,0.7401769450949779,[1.8317638  0.5886785  0.         0.02361127]
College graph 1,259200,0.25,0.5,1569.1172858318348,0.9093523624489734,1290.538426540835,0.8749435813567289,1115.8866659047997,0.8696600757981694,[-0.06025812  0.39446638  0.07245922  0.20387758],1116.5008797297376,0.8695950409800318,[0.22977926 0.47143567 0.04911326 0.18039796]
College graph 1,259200,2.5,0.5,1569.1172858318348,0.9093523624489734,1468.874405099633,0.9105587648159551,1051.1482551013373,0.8684743851522263,[6.89123    0.29271845 0.10623811 0.12847727],1049.1710995187861,0.8684743851522263,[6.46614371 0.32027677 0.0755562  0.19070641]
SFHH graph,1800,4.5,0.5,1050.2696668725944,0.7744976679617008,1045.6840463665126,0.7720205984212305,790.6920765192956,0.7216271444185716,[6.03209134 0.29819411 0.         0.2983235 ],793.4396138175293,0.7216271444185716,[6.62306855 0.40320565 0.         0.20643344]
SFHH graph,1800,0.75,0.5,1050.2696668725944,0.7744976679617008,961.3829732776292,0.7187403041224694,857.7930162346438,0.7216271444185716,[5.44581197 0.50858983 0.         0.12190698],858.5038525165702,0.7216271444185716,[6.00254385 0.59020798 0.         0.01698227]
SFHH graph,1800,5,0.5,1050.2696668725944,0.7744976679617008,1047.4677873905384,0.774113663580807,790.4006672744744,0.7216271444185716,[6.04003127 0.29632927 0.         0.29967605],793.1598298354425,0.7216271444185716,[6.63332495 0.40156168 0.         0.20783465]
SFHH graph,1800,2.5,0.5,1050.2696668725944,0.7744976679617008,1020.164287388357,0.7529929337777157,796.4373626115035,0.7216271444185716,[5.91147947 0.32840448 0.         0.27580314],798.9831619182287,0.7216271444185716,[6.48089711 0.43052428 0.         0.18172829]
SFHH graph,1800,1.5,0.5,1050.2696668725944,0.7744976679617008,985.2451636661432,0.7374879346210254,812.9982492355756,0.7216271444185716,[5.70613622 0.38863192 0.         0.22812087],815.0306507606501,0.7216271444185716,[6.26399223 0.48575724 0.         0.12793502]
College graph 1,259200,3.5,0.5,1569.1172858318348,0.9093523624489734,1529.7678811379105,0.9124041623807964,1058.693519255589,0.8684743851522263,[7.39120327 0.27740635 0.10569782 0.12478072],1056.8119675653027,0.8684743851522263,[7.00700217 0.30562705 0.07591359 0.18317314]
SFHH graph,1800,2,0.5,1050.2696668725944,0.7744976679617008,1004.7846031084567,0.7455008236781321,801.928902607733,0.7216271444185716,[5.82912367 0.35096343 0.         0.25836509],804.3029246867957,0.7216271444185716,[6.39115977 0.45120835 0.         0.16206278]
College graph 1,259200,0.5,0.5,1569.1172858318348,0.9093523624489734,1205.9860753664088,0.8815587487192248,1047.343281050416,0.8685913155466259,[0.92150971 0.40118426 0.0854685  0.20321302],1046.944781942287,0.8691292467606058,[0.72217522 0.46286262 0.05585077 0.22488109]
SFHH graph,1800,2.25,0.5,1050.2696668725944,0.7744976679617008,1013.0679767509513,0.7496989736569567,798.7224346993272,0.7216271444185716,[5.87459205 0.33826479 0.         0.26824942],801.1959890695385,0.7216271444185716,[6.44040728 0.43959281 0.         0.17316895]
SFHH graph,1800,4,0.5,1050.2696668725944,0.7744976679617008,1042.8003328680425,0.7693530585926552,791.1888068504427,0.7216271444185716,[6.01906586 0.30124982 0.         0.29610513],793.9167981734402,0.7216271444185716,[6.60713767 0.40598848 0.         0.20398355]
SFHH graph,1800,1.75,0.5,1050.2696668725944,0.7744976679617008,995.4067651545657,0.7406772667780115,806.4776067885189,0.7216271444185716,[5.77386376 0.36740051 0.         0.24530445],808.7114718309084,0.7216271444185716,[6.33308103 0.46629653 0.         0.14729981]
SFHH graph,1800,3.5,0.5,1050.2696668725944,0.7744976679617008,1038.1977076550713,0.7639859891530728,792.0515850376718,0.7216271444185716,[5.99822473 0.30634438 0.         0.29235203],794.7467344594107,0.7216271444185716,[6.58156478 0.41053932 0.         0.19996539]
College graph 1,259200,1.75,0.5,1569.1172858318348,0.9093523624489734,1379.4248459503565,0.9049265110840619,1040.2758545954125,0.8684743851522263,[6.00689397 0.31935422 0.10564026 0.13530044],1038.2973998512077,0.8684743851522263,[5.54372319 0.34731165 0.07420663 0.19992606]
College graph 1,259200,1,0.5,1569.1172858318348,0.9093523624489734,1252.2999875883854,0.8960374471342635,1028.5463228033489,0.8684743851522263,[3.99712384 0.37038367 0.09913089 0.15467874],1027.0165593184488,0.8684743851522263,[3.55736388 0.40574708 0.06821503 0.21055834]
SFHH graph,1800,1,0.5,1050.2696668725944,0.7744976679617008,965.9654795036826,0.7289535178770514,836.3853171878613,0.7216271444185716,[5.53177068 0.45431833 0.         0.17227323],837.7013934301257,0.7216271444185716,[6.09117333 0.54460193 0.         0.06725272]
College graph 1,259200,4,0.5,1569.1172858318348,0.9093523624489734,1544.8889044912144,0.9129907592382179,1060.5580574638616,0.8684743851522263,[7.50657301 0.27389815 0.10547277 0.12393172],1058.7106651324775,0.8684743851522263,[7.13445092 0.30237895 0.07595567 0.18111656]
College graph 1,86400,1.75,0.5,267.3684158146162,0.8497815226379959,237.74082123242,0.8509373756307762,183.09313983466424,0.7850632752262823,[2.06322119 0.3209169  0.13851585 0.16001587],181.59337954597441,0.7850632752262823,[1.67396848 0.33728209 0.0817625  0.3247285 ]
College graph 1,259200,0.75,0.5,1569.1172858318348,0.9093523624489734,1215.2875475705714,0.8900780683464091,1030.3424543884314,0.8684743851522263,[2.7354244  0.39051807 0.09352709 0.17182382],1029.2252701155944,0.8684743851522263,[2.36473229 0.43476378 0.06327676 0.21603996]
College graph 1,259200,4.5,0.5,1569.1172858318348,0.9093523624489734,1554.2867768736128,0.9129609354866759,1061.7130355582594,0.8684743851522263,[7.57687425 0.27176304 0.10531881 0.1234222 ],1059.888939889678,0.8684743851522263,[7.21264625 0.30043002 0.07597187 0.17980674]
College graph 1,259200,1.5,0.5,1569.1172858318348,0.9093523624489734,1339.657645552545,0.9034285379809953,1035.7726503257034,0.8684743851522263,[5.52241006 0.33334623 0.10459937 0.1392296 ],1033.8607354606597,0.8684743851522263,[5.05218016 0.36221857 0.07309323 0.2033508 ]
College graph 1,259200,5,0.5,1569.1172858318348,0.9093523624489734,1560.0718758856785,0.9129046033289037,1062.4221344516905,0.8684743851522263,[7.61973005 0.27047088 0.10521754 0.12311135],1060.6132287814607,0.8684743851522263,[7.26063205 0.2992671  0.07597738 0.17896996]
College graph 1,259200,2,0.5,1569.1172858318348,0.9093523624489734,1414.3161070375118,0.9079303007441766,1044.443755923824,0.8684743851522263,[6.37962055 0.3083422  0.10611473 0.13229547],1042.4435547537298,0.8684743851522263,[5.92734863 0.33584387 0.07488462 0.19658903]
