Dataset name,delta_t,tau,L,Baseline MSE,Baseline AUPRC,SDModel MSE,SDModel AUPRC,SCDModel MSE,SCDModel AUPRC,SCDModel coefs,SCDOModel MSE,SCDOModel AUPRC,SCDOModel coefs
Hypertext graph,600,0.1,0.25,60.25215846994535,0.7705610701315279,55.32643820468324,0.7291170649371713,59.7476126241843,0.7502226147823179,[0.46382108 0.69888366 0.22465605 0.0835104 ],61.08904282239329,0.7506047916411901,[0.36584356 0.66752581 0.06310257 0.33884173]
Hypertext graph,1800,3,0.5,520.3215491581146,0.8597796146297588,505.40757524040316,0.8579618424009416,858.2250738084206,0.8433349582459994,[4.78248646 0.41316587 0.13312763 0.1333767 ],831.6568131956027,0.8416059628125827,[4.69072786 0.43759497 0.05102526 0.20494919]
SFHH graph,3600,1,0.5,4993.175041581523,0.8112205894365776,4065.933683831249,0.7631078653464879,7005.132698069467,0.8066374208606383,[15.19848623  0.36073255  0.07140897  0.19326202],7612.243579415142,0.8066374208606383,[1.57111706e+01 3.87291322e-01 7.41708301e-03 3.84413216e-01]
SFHH graph,1800,0.5,0.5,1050.2696668725944,0.7744976679617008,971.0091182010633,0.7054775058993015,1022.691640149334,0.7556397799059802,[4.47457737 0.45249071 0.10524443 0.1891743 ],1025.032521759523,0.7555843340500857,[4.84102933 0.49106035 0.02167934 0.33295979]
Hypertext graph,600,0.5,0.5,66.55629326047358,0.786832379898207,59.89087158562285,0.7583188049095646,69.55884979659162,0.7573734389589528,[0.97723265 0.65468569 0.21076977 0.07527919],74.50482342193855,0.7583415147264767,[0.80840233 0.61466522 0.08261779 0.34748902]
SFHH graph,1800,0.1,0.5,1050.2696668725944,0.7744976679617008,1125.1749496697328,0.721287572872778,912.305567756308,0.7480356086936603,[4.11238214 0.64258165 0.01471144 0.02627172],931.3819630308054,0.7480307552515928,[3.33571921 0.62477215 0.01178813 0.09338849]
Hypertext graph,1800,1,0.125,475.5903563457246,0.8530442549323602,411.43825835505857,0.8445638321261233,709.1993154697598,0.8459780847098234,[3.58087991 0.5891903  0.17590255 0.13549761],717.9354669933958,0.8478935854297434,[3.38279745 0.60433559 0.05044427 0.29789995]
Hypertext graph,1800,3,0.25,409.1229284242587,0.84340773245062,397.96434857801773,0.8412419973582563,792.2466343395644,0.8318389066159815,[4.21636695 0.47841648 0.13518255 0.09476593],814.2890585288823,0.8303359545832455,[3.95842606 0.46612783 0.03840534 0.28306601]
Hypertext graph,1800,3,0.125,475.5903563457246,0.8530442549323602,463.4318343703668,0.8511003267962958,834.0019459413357,0.8436842436452342,[4.64819474 0.4571422  0.15881553 0.08892954],860.7512971419426,0.8422932151259734,[4.38264839 0.4415423  0.04608903 0.30380611]
SFHH graph,3600,1,0.25,5262.907161526398,0.8695553733949821,4360.65351623976,0.8299863760483004,6495.181089055963,0.8541112929807395,[15.62550319  0.41075773  0.05720836  0.19048545],6894.002571093712,0.855125783060418,[17.98179202  0.47549643  0.02104172  0.22819709]
SFHH graph,3600,3,0.5,4993.175041581523,0.8112205894365776,4813.481431860846,0.7877861419625884,7477.223193295312,0.8151418742028507,[17.45553588  0.23041391  0.15885569  0.38516039],8577.082691584796,0.8148190755356862,[18.74521604  0.3741045   0.08217272  0.35819606]
SFHH graph,3600,3,0.25,5262.907161526398,0.8695553733949821,5083.340027061791,0.8549575973710826,7159.2717133376245,0.8604582160761546,[17.49778529  0.27710101  0.12075703  0.36550296],7789.5979125976155,0.8699076556764759,[20.90307933  0.43270476  0.06732499  0.25886655]
SFHH graph,3600,1,0.125,7098.515598536331,0.8818464930879755,6126.055680688899,0.8647272472083397,9726.845208704222,0.8717511615358696,[18.77984338  0.40234795  0.09535764  0.18013679],9966.407583395925,0.8765599769753825,[2.21228285e+01 4.51326322e-01 2.15370087e-02 2.96426390e-01]
SFHH graph,3600,3,0.125,7098.515598536331,0.8818464930879755,6852.546193380585,0.8708845234021201,10217.327645103847,0.8745796185199521,[19.54517033  0.31251255  0.09801377  0.34680941],10925.879271440162,0.8827934957502376,[23.29817422  0.46090164  0.05012318  0.23610274]
SFHH graph,1800,0.1,0.25,1322.4696161827367,0.8151472934070146,1304.087687142695,0.7553737176576383,1228.8308376174382,0.7895964105581739,[6.70630922 0.65938157 0.0566976  0.0734709 ],1252.9621184094174,0.7891989675180895,[6.50976694 0.66091137 0.00770421 0.1841477 ]
SFHH graph,1800,0.5,0.25,1322.4696161827367,0.8151472934070146,1138.9086007939347,0.764034020813661,1259.195099506024,0.7944289695489306,[6.48903695 0.49676691 0.07212575 0.15607219],1265.5767077006778,0.7950064567210362,[6.85083366 0.53668665 0.01732337 0.23930643]
SFHH graph,1800,0.5,0.125,1506.293157478521,0.8366185650340554,1342.33083412876,0.7998765232158802,1512.597816307116,0.8125054509011433,[6.98948507 0.56064023 0.13297367 0.16453528],1510.5974973870645,0.8136170652093967,[7.90525357 0.5783498  0.03463508 0.36766406]
SFHH graph,1800,0.1,0.125,1506.293157478521,0.8366185650340554,1439.9302038084359,0.7961295652600091,1491.6274082586633,0.8113511601557415,[7.56564116 0.54349923 0.0928924  0.15836867],1502.036221527583,0.8122614420346949,[8.27750347 0.5541839  0.01750815 0.38209819]
SFHH graph,1800,1,0.5,1050.2696668725944,0.7744976679617008,965.9654795036826,0.7289535178770514,1144.5169536607284,0.7590844447254058,[4.89560628 0.69370432 0.22276386 0.17492207],1154.396581683499,0.7597994915740052,[5.99870678 0.7562154  0.17248058 0.18692037]
Hypertext graph,600,1,0.25,60.25215846994535,0.7705610701315279,51.28942392313899,0.753405516395701,77.1663119487244,0.7531271931276856,[0.93081726 0.58216305 0.14127953 0.16718375],78.67582732254274,0.7552143401379524,[0.8069261  0.60261378 0.06805417 0.2961272 ]
Hypertext graph,600,1,0.5,66.55629326047358,0.786832379898207,59.89629376254302,0.7717207881821772,80.22046454468638,0.7612876832539004,[1.11277714 0.6164705  0.18666847 0.0982166 ],99.9051445298074,0.7627664142322184,[0.97278786 0.60546571 0.08801883 0.30276166]
Hypertext graph,600,1,0.125,57.812099271402545,0.7725040709410439,55.07055798895948,0.7565348308971951,71.9322592192585,0.7508029016673575,[0.92343333 0.59583796 0.15829114 0.10970875],87.38556680768195,0.7526587590199139,[0.80545009 0.60467451 0.07830024 0.25714602]
Hypertext graph,600,3,0.5,66.55629326047358,0.786832379898207,65.16925430279603,0.7841711585389428,102.34723176698189,0.7621000119682014,[1.29533087 0.55859842 0.17508148 0.12458409],126.4393488365719,0.7643941158330769,[1.22665983 0.58382836 0.09466706 0.2239651 ]
College graph 1,259200,0.5,0.5,1569.1172858318348,0.9093523624489734,1205.9860753664088,0.8815587487192248,1388.3788868587192,0.8821899390159456,[8.41024942e+00 4.22748201e-01 4.88706157e-02 1.65429439e-03],1401.2005028465069,0.8828289505419481,[7.20272419 0.37680021 0.03953379 0.12263044]
College graph 1,259200,0.1,0.5,1569.1172858318348,0.9093523624489734,1447.0820992572371,0.8728184452629529,1303.4999185114964,0.8782994497808029,[9.98946524 0.35167018 0.04359063 0.        ],1303.2379560810027,0.8770441957438864,[9.73430401 0.34240863 0.04256854 0.02271976]
Hypertext graph,600,3,0.25,60.25215846994535,0.7705610701315279,58.52358229088473,0.7680147239956949,108.66007134900717,0.7571824686299921,[1.08846697 0.56628749 0.13396068 0.16168982],103.9378502192723,0.7606536913338219,[1.03119762 0.60961799 0.07409026 0.20448881]
Hypertext graph,600,3,0.125,57.812099271402545,0.7725040709410439,56.9215306915182,0.7737566266388998,82.56518786390923,0.7519981371025583,[1.13575142 0.54667342 0.1425722  0.11234824],107.33200781355985,0.7573024457306008,[1.10607362 0.57030113 0.07255547 0.21087872]
College graph 1,259200,0.5,0.25,1826.3053676717082,0.9298478922749596,1437.0467362145,0.9141309370321925,1492.1733839714175,0.894315431477542,[9.08775013 0.49416772 0.06699347 0.04878264],1498.114944850763,0.89445099823506,[8.72240152 0.49178387 0.05768059 0.09907072]
College graph 1,259200,0.1,0.25,1826.3053676717082,0.9298478922749596,1535.2871838586752,0.9100678397644466,1447.942260489528,0.8934244238316174,[9.93397897 0.51833306 0.06058244 0.04593701],1446.3752773040997,0.8938847674916335,[9.80183745 0.53229106 0.05589395 0.05035502]
SFHH graph,1800,3,0.5,1050.2696668725944,0.7744976679617008,1031.0063939704664,0.7586487653694269,1304.9518996664972,0.7692045558342897,[5.61920564 0.61745357 0.16623429 0.22197874],1421.0994187746767,0.7699867441336051,[6.96821789e+00 6.52620299e-01 6.95835883e-03 7.69977099e-01]
College graph 1,259200,0.1,0.125,1678.3393773047267,0.9253912927043011,1451.9226562656604,0.9201779769316464,2596.0148771034433,0.8813503925239344,[9.29382175 1.14470002 0.12240607 0.0421058 ],2723.142140859591,0.8817618931528572,[8.87797168 1.09539792 0.08621997 0.36226422]
SFHH graph,1800,1,0.25,1322.4696161827367,0.8151472934070146,1161.750097823249,0.7838535606711539,1377.4828245666188,0.8005602244735409,[7.01139349 0.63843123 0.15296166 0.15761031],1387.3620016847385,0.8026736751503717,[7.80842165 0.69760773 0.12054561 0.14816087]
College graph 1,259200,0.5,0.125,1678.3393773047267,0.9253912927043011,1436.6968772911903,0.919375332830602,2596.8915264616194,0.8816312263450771,[9.24605501 1.028884   0.1166025  0.03816541],2729.6558464418094,0.8818649090066689,[8.8174176  0.98089112 0.08300925 0.33437288]
College graph 1,259200,1,0.5,1569.1172858318348,0.9093523624489734,1252.2999875883854,0.8960374471342635,1548.081350080482,0.8879014867158129,[9.38128456e+00 4.04264133e-01 7.62419800e-02 5.75578160e-03],1573.7629045251838,0.8880313351112148,[8.06980321 0.35133123 0.06053549 0.16840678]
College graph 1,86400,0.1,0.5,267.3684158146162,0.8497815226379959,219.08207634707335,0.8021328479571712,192.3514343145875,0.819385365166047,[1.7398435  0.46087993 0.03860627 0.01794407],192.60954827821843,0.8200188935102662,[1.39879238 0.43539341 0.03282735 0.09604514]
College graph 1,86400,0.5,0.5,267.3684158146162,0.8497815226379959,202.15701919084,0.8368264121373605,186.81093564405833,0.8224786242929121,[2.27203838 0.47650158 0.07111875 0.0458118 ],187.11058860434198,0.8241123358246496,[1.9422818  0.46738403 0.05857497 0.12955534]
College graph 2,3600,0.1,0.125,6.54837269214255,0.23668548641199005,0.32336842448563335,0.21625400263919814,4.862604065542568,0.11230653161286118,[0.08506142 0.38942014 0.         0.004618  ],4.862603738498942,0.11230653161286118,[0.08506142 0.39316952 0.         0.        ]
College graph 2,3600,0.5,0.125,6.54837269214255,0.23668548641199005,1.2293725068820256,0.30315247686832336,15.726243226521033,0.1468465140249786,[0.08166996 0.26654929 0.         0.02233284],15.72391604012405,0.14897263278732517,[0.08217488 0.28515737 0.         0.        ]
College graph 1,259200,1,0.25,1826.3053676717082,0.9298478922749596,1482.4696936194837,0.9201881079849794,1581.752453411742,0.896530743551437,[9.85530413 0.45265831 0.08002288 0.04315767],1594.0912134328025,0.896600476434884,[9.40479976 0.44139095 0.06673394 0.12357885]
SFHH graph,1800,1,0.125,1506.293157478521,0.8366185650340554,1349.3716455012266,0.8084640434378063,1610.0121153931846,0.8160684202009219,[7.20090972 0.64855057 0.13309006 0.18319872],1607.7691110037654,0.8180165338508798,[8.4084006  0.71223025 0.08406582 0.19727354]
College graph 1,259200,3,0.5,1569.1172858318348,0.9093523624489734,1505.8204099677505,0.9111706648403942,1747.1163056818787,0.8949724417431975,[1.14313382e+01 3.43143379e-01 9.47640425e-02 5.41284440e-03],1768.8564327094402,0.895053365385213,[10.55448494  0.30295277  0.07836068  0.14187528]
College graph 2,3600,0.1,0.25,0.8391799055388579,0.25046686073287766,0.7184930794883649,0.2176802732326476,0.7324638456429078,0.1329292641648389,[0.02221921 0.19014399 0.02200957 0.0052169 ],0.7319695578369271,0.13354156307964055,[0.02256945 0.19387949 0.02195985 0.        ]
SFHH graph,1800,3,0.25,1322.4696161827367,0.8151472934070146,1290.323103430878,0.8034089286731678,1549.5472379198395,0.810663478917208,[7.81387861 0.5531799  0.12023859 0.21243113],1624.9696012805118,0.8163832956449079,[9.0206709  0.60693356 0.00995147 0.54979583]
College graph 2,3600,0.5,0.25,0.8391799055388579,0.25046686073287766,0.7224594793959803,0.1999860398578277,1.031795738308409,0.14009576976822613,[0.02138747 0.14183838 0.00539406 0.012307  ],1.02732971112742,0.14929856470314362,[0.02155589 0.15112144 0.00574184 0.        ]
College graph 2,3600,0.5,0.5,1.4064190639759555,0.2656791092652675,1.0604860609271995,0.3361009610110835,4.07111959915487,0.15321785450102818,[0.05335298 0.22947368 0.00437197 0.03821975],4.065363810926303,0.15629276891202154,[0.05349302 0.26097589 0.00437197 0.0011002 ]
College graph 2,3600,0.1,0.5,1.4064190639759555,0.2656791092652675,1.303368976395257,0.34425974794398545,4.407039047658286,0.1887536136845051,[0.03248043 0.44995413 0.09251104 0.236147  ],3.921147239606824,0.19832907915302517,[0.03585302 0.63890892 0.0798225  0.01255048]
SFHH graph,1800,3,0.125,1506.293157478521,0.8366185650340554,1474.4772372020086,0.8258581915327158,1712.338264742862,0.8237662938073752,[7.96525475 0.53878886 0.11844917 0.22210695],1766.209676728824,0.8285332988006571,[9.34833207 0.59622214 0.01644355 0.50661688]
SFHH graph,600,0.5,0.5,108.83633200470466,0.8128440785014631,111.02406699220386,0.7339669796646058,102.84813646870676,0.7265448014335624,[1.02281518 0.61554261 0.07630604 0.13427808],106.34731092647043,0.7265274745359758,[0.96688988 0.65889617 0.02984911 0.17868904]
SFHH graph,600,0.1,0.5,108.83633200470466,0.8128440785014631,144.3698811690172,0.662688197414735,108.53802286197305,0.7107676455497021,[0.84847703 0.69055583 0.08557714 0.04568399],110.05485160854673,0.7106686715054495,[0.59941517 0.67712804 0.03287502 0.16952538]
College graph 1,259200,3,0.25,1826.3053676717082,0.9298478922749596,1757.3762891392967,0.9311962405485175,1722.0690248728608,0.9009128172007781,[12.34321422  0.37882043  0.09410055  0.02753399],1733.6618264380404,0.9009654439933361,[11.82946271  0.3605092   0.07908722  0.11948461]
College graph 1,259200,1,0.125,1678.3393773047267,0.9253912927043011,1457.2481810487689,0.9210066796518599,2620.8914009985906,0.881936706715777,[9.49777982 0.92868494 0.11387894 0.03260033],2757.9726820690007,0.8820847813956421,[9.00470673 0.8798222  0.08217588 0.31146197]
College graph 1,259200,3,0.125,1678.3393773047267,0.9253912927043011,1621.7419480179735,0.9263060786435272,2691.114858771363,0.8841605537479407,[10.83068434  0.76277265  0.11410165  0.02335313],2828.9766777683244,0.884208873555639,[10.25745161  0.71480883  0.08536045  0.27154058]
College graph 2,259200,0.1,0.5,168.16796127873843,0.7632412379250711,147.79153331548073,0.7645968727033872,166.79360365538852,0.737024495902497,[0.70595451 0.79554533 0.01238243 0.01776844],166.8749690464458,0.7383755720477867,[0.70130174 0.80748697 0.01113092 0.01400239]
College graph 2,259200,0.5,0.5,168.16796127873843,0.7632412379250711,123.65718654568974,0.7840309601341913,215.90330370158696,0.731179900042057,[0.93867768 0.68532078 0.03635742 0.05124243],215.52987938214272,0.7307981983746477,[0.97479187 0.72574054 0.03286913 0.01513435]
College graph 2,259200,0.5,0.25,141.2152438945054,0.7954104685517628,106.90920754251499,0.809835129479765,167.52200240277654,0.7596117551999989,[0.84387247 0.66790555 0.05330512 0.07267864],167.26365588988276,0.7592939060819491,[0.89232439 0.71945384 0.04907465 0.02482788]
College graph 2,259200,0.1,0.25,141.2152438945054,0.7954104685517628,132.38537339835597,0.7956952920741884,139.96251254760062,0.759913604659303,[1.20242852 0.64356818 0.03084784 0.02734512],140.0284623358978,0.7596724633572423,[1.16954247 0.65710249 0.0286828  0.02735597]
College graph 2,259200,0.5,0.125,166.98891550473434,0.8099169927759275,131.39079790517115,0.8181766454194542,187.88272338547907,0.7704363884775992,[1.50738844 0.6183973  0.05783137 0.07878219],187.52438008202952,0.7692496047013231,[1.58025351 0.67543567 0.05384872 0.02161026]
College graph 2,259200,0.1,0.125,166.98891550473434,0.8099169927759275,144.90924586617092,0.814242026555449,171.8860228747212,0.7707402298552689,[1.54932524 0.61627298 0.0557908  0.07268337],171.6187306959036,0.7691850426692117,[1.59671887 0.66758628 0.05198521 0.02603161]
College graph 2,86400,0.5,0.5,74.31491230967401,0.6494809442009095,41.82717740800235,0.6612021265104293,248.59918471569028,0.5909284512685768,[0.31195605 0.6848668  0.0555308  0.09219521],248.77699814655628,0.5967089141885837,[0.31120119 0.7525052  0.05035402 0.03479565]
College graph 2,86400,0.1,0.5,74.31491230967401,0.6494809442009095,37.61941820785061,0.6484867694160497,87.62805354627415,0.5814884015000447,[0.27196043 0.75780867 0.03017322 0.02199563],87.67852453645501,0.5828812245806124,[0.25068352 0.76747954 0.0262584  0.03893019]
College graph 2,259200,1,0.5,168.16796127873843,0.7632412379250711,130.7514016613571,0.7816505834534164,321.3995673960637,0.7214747591735016,[1.03144749 0.6371701  0.05779073 0.09378561],320.50552180252674,0.7222383582769362,[1.09991261 0.70875734 0.05170032 0.0171069 ]
College graph 2,259200,3,0.5,168.16796127873843,0.7632412379250711,160.8449282209939,0.7751559531582978,812.6355379683231,0.7147076053738263,[1.29775618 0.5789819  0.09558952 0.14165374],812.2379078233455,0.7131829511059907,[1.425733   0.68938846 0.08911227 0.02083016]
College graph 2,259200,1,0.25,141.2152438945054,0.7954104685517628,110.66213182446106,0.8099016702259172,241.89345351583825,0.752895747655567,[0.95968959 0.63831988 0.08244643 0.10425861],241.29341041610306,0.7530757954875353,[1.0494637  0.71187708 0.07579655 0.02706286]
College graph 1,86400,0.5,0.25,345.6531560788915,0.8701161706596704,258.4502719679773,0.861477107400334,252.67808898337984,0.8335934348308771,[2.42495061 0.52613828 0.08124828 0.05882239],252.93654523058865,0.8353160012364411,[2.21980436 0.53361095 0.06930492 0.10857993]
College graph 1,86400,0.1,0.25,345.6531560788915,0.8701161706596704,271.04950235043333,0.8424650880509009,254.17001529899235,0.8326594929265609,[2.02103272 0.58028047 0.06565784 0.04448626],254.25973269090034,0.8329477541939335,[1.84657869 0.57982987 0.05877275 0.08686323]
College graph 2,259200,1,0.125,166.98891550473434,0.8099169927759275,134.61215502716072,0.8209297855088394,247.099766532738,0.7645269400566044,[1.60385679 0.59958671 0.078571   0.09364492],246.5193732814602,0.7638796673822401,[1.69285297 0.66590388 0.07264722 0.0237958 ]
College graph 2,259200,3,0.25,141.2152438945054,0.7954104685517628,135.15988737808286,0.8028019056152395,589.4721547404995,0.7466506561593214,[1.31749597 0.58717073 0.14633226 0.12246491],589.4731227543186,0.7454660111006298,[1.4240076  0.67275924 0.13782832 0.03973409]
College graph 2,259200,3,0.125,166.98891550473434,0.8099169927759275,160.46169411365014,0.8170259869032813,548.1733194180374,0.7565077327790005,[1.94686352 0.55409347 0.1324856  0.10970896],548.0920300077956,0.7562542336876881,[2.0515708  0.63099944 0.1250856  0.03542726]
